"age" "job" "marital" "education" "default" "balance" "housing" "loan" "contact" "day" "month" "duration" "campaign" "pdays" "previous" "poutcome" "y"
"29444" 34 "services" "married" "primary" "no" 285 "yes" "no" "cellular" 3 "feb" 625 4 -1 0 "unknown" "no"
"29445" 32 "services" "married" "secondary" "no" 414 "yes" "no" "cellular" 3 "feb" 236 2 272 1 "failure" "no"
"29446" 50 "housemaid" "single" "primary" "no" 1158 "yes" "no" "cellular" 3 "feb" 116 3 265 3 "failure" "no"
"29447" 37 "housemaid" "married" "secondary" "no" 12939 "yes" "yes" "cellular" 3 "feb" 77 3 202 9 "failure" "no"
"29453" 43 "services" "divorced" "secondary" "no" 553 "yes" "no" "telephone" 3 "feb" 362 2 -1 0 "unknown" "no"
"29454" 34 "admin." "married" "secondary" "no" -142 "yes" "no" "cellular" 3 "feb" 107 3 -1 0 "unknown" "no"
"29457" 35 "services" "married" "secondary" "no" 1659 "yes" "no" "cellular" 3 "feb" 149 3 215 1 "failure" "no"
"29458" 50 "technician" "married" "tertiary" "no" 199 "yes" "yes" "cellular" 3 "feb" 116 2 253 1 "failure" "no"
"29460" 58 "retired" "married" "primary" "no" 3401 "yes" "no" "cellular" 3 "feb" 84 3 265 2 "failure" "no"
"29461" 41 "management" "single" "tertiary" "no" 572 "yes" "no" "cellular" 3 "feb" 419 2 271 2 "failure" "no"
"29463" 54 "technician" "divorced" "secondary" "no" 2749 "yes" "no" "cellular" 3 "feb" 341 2 -1 0 "unknown" "no"
"29467" 30 "blue-collar" "married" "secondary" "no" 363 "yes" "no" "cellular" 3 "feb" 165 1 -1 0 "unknown" "no"
"29469" 28 "admin." "single" "tertiary" "no" 282 "yes" "yes" "cellular" 3 "feb" 329 1 -1 0 "unknown" "no"
"29471" 47 "blue-collar" "single" "secondary" "no" 152 "yes" "no" "cellular" 3 "feb" 193 3 271 4 "failure" "no"
"29472" 43 "blue-collar" "married" "secondary" "yes" 128 "yes" "no" "cellular" 3 "feb" 71 1 -1 0 "unknown" "no"
"29473" 29 "technician" "single" "secondary" "no" 307 "yes" "no" "cellular" 3 "feb" 216 1 -1 0 "unknown" "no"
"29474" 32 "blue-collar" "married" "primary" "no" 329 "yes" "no" "cellular" 3 "feb" 321 1 -1 0 "unknown" "no"
"29476" 31 "services" "married" "primary" "no" 997 "yes" "no" "cellular" 3 "feb" 256 1 190 3 "failure" "no"
"29477" 35 "admin." "single" "secondary" "no" 0 "yes" "no" "cellular" 3 "feb" 80 1 273 1 "failure" "no"
"29478" 50 "blue-collar" "single" "primary" "no" 1558 "yes" "no" "cellular" 3 "feb" 294 1 265 1 "other" "no"
"29479" 32 "blue-collar" "married" "secondary" "no" 4471 "yes" "no" "cellular" 3 "feb" 197 1 270 2 "failure" "no"
"29480" 33 "technician" "single" "tertiary" "no" 390 "yes" "no" "cellular" 3 "feb" 161 1 256 1 "failure" "no"
"29482" 29 "services" "married" "secondary" "no" 222 "yes" "no" "cellular" 3 "feb" 197 1 250 23 "failure" "no"
"29493" 31 "unemployed" "single" "tertiary" "no" 1489 "yes" "no" "cellular" 3 "feb" 678 1 -1 0 "unknown" "no"
"29494" 34 "management" "married" "tertiary" "no" 0 "yes" "no" "cellular" 3 "feb" 251 1 -1 0 "unknown" "yes"
"29496" 33 "self-employed" "married" "tertiary" "no" 483 "yes" "no" "cellular" 3 "feb" 280 2 -1 0 "unknown" "no"
"29501" 38 "technician" "divorced" "secondary" "no" 902 "yes" "no" "cellular" 3 "feb" 650 1 -1 0 "unknown" "yes"
"29503" 48 "unemployed" "divorced" "secondary" "no" 1266 "yes" "no" "telephone" 3 "feb" 45 1 -1 0 "unknown" "no"
"29506" 54 "technician" "divorced" "secondary" "no" 2156 "yes" "no" "cellular" 3 "feb" 261 1 195 4 "failure" "yes"
"29507" 40 "admin." "married" "secondary" "no" 0 "yes" "no" "cellular" 3 "feb" 561 1 201 1 "failure" "no"
"29508" 56 "unemployed" "married" "primary" "no" 5496 "yes" "no" "cellular" 3 "feb" 330 3 -1 0 "unknown" "no"
"29515" 30 "entrepreneur" "married" "secondary" "no" 1013 "yes" "no" "cellular" 3 "feb" 24 9 -1 0 "unknown" "no"
"29516" 41 "blue-collar" "married" "primary" "no" 201 "yes" "no" "cellular" 3 "feb" 157 1 -1 0 "unknown" "yes"
"29519" 27 "management" "single" "secondary" "no" 924 "yes" "no" "cellular" 3 "feb" 84 1 -1 0 "unknown" "no"
"29520" 48 "admin." "married" "primary" "no" 3 "yes" "no" "cellular" 3 "feb" 69 1 252 4 "failure" "no"
"29523" 48 "technician" "single" "secondary" "no" -92 "yes" "no" "cellular" 3 "feb" 1393 1 -1 0 "unknown" "yes"
"29527" 31 "admin." "married" "secondary" "no" -106 "yes" "no" "cellular" 3 "feb" 258 4 -1 0 "unknown" "no"
"29528" 52 "services" "married" "primary" "no" 3016 "yes" "yes" "cellular" 3 "feb" 142 1 -1 0 "unknown" "no"
"29530" 32 "blue-collar" "married" "secondary" "no" 320 "yes" "yes" "cellular" 3 "feb" 22 4 -1 0 "unknown" "no"
"29531" 33 "blue-collar" "married" "secondary" "yes" -266 "yes" "yes" "cellular" 3 "feb" 16 7 -1 0 "unknown" "no"
"29532" 32 "housemaid" "married" "tertiary" "no" 357 "yes" "no" "cellular" 3 "feb" 133 3 77 2 "failure" "no"
"29533" 33 "services" "married" "tertiary" "no" 546 "yes" "yes" "cellular" 3 "feb" 54 2 270 1 "failure" "no"
"29534" 45 "unknown" "married" "unknown" "no" 19706 "yes" "no" "cellular" 3 "feb" 419 3 -1 0 "unknown" "no"
"29535" 51 "blue-collar" "married" "primary" "no" 377 "yes" "no" "telephone" 3 "feb" 143 4 272 1 "failure" "no"
"29536" 52 "entrepreneur" "divorced" "tertiary" "no" 199 "yes" "yes" "cellular" 3 "feb" 373 1 236 2 "failure" "no"
"29538" 35 "management" "single" "tertiary" "no" 1891 "yes" "no" "cellular" 3 "feb" 188 3 270 5 "failure" "no"
"29544" 53 "blue-collar" "married" "primary" "no" 751 "yes" "no" "cellular" 3 "feb" 1528 2 -1 0 "unknown" "yes"
"29545" 41 "unemployed" "married" "secondary" "no" 2081 "yes" "no" "cellular" 3 "feb" 53 3 -1 0 "unknown" "no"
"29546" 31 "blue-collar" "married" "primary" "no" 124 "yes" "no" "cellular" 3 "feb" 343 1 264 4 "failure" "no"
"29554" 38 "technician" "single" "tertiary" "no" 1369 "yes" "no" "cellular" 3 "feb" 841 3 -1 0 "unknown" "no"
"29555" 34 "entrepreneur" "single" "tertiary" "no" 1295 "yes" "no" "cellular" 3 "feb" 246 1 -1 0 "unknown" "no"
"29557" 37 "technician" "married" "secondary" "no" 1116 "yes" "no" "cellular" 3 "feb" 18 6 201 7 "other" "no"
"29558" 39 "blue-collar" "married" "secondary" "no" 661 "yes" "no" "cellular" 3 "feb" 84 4 267 4 "failure" "no"
"29560" 32 "management" "single" "secondary" "no" -515 "yes" "yes" "cellular" 3 "feb" 19 6 -1 0 "unknown" "no"
"29562" 32 "management" "married" "tertiary" "no" 422 "yes" "no" "cellular" 3 "feb" 182 5 -1 0 "unknown" "no"
"29564" 34 "housemaid" "married" "secondary" "no" 520 "yes" "no" "cellular" 3 "feb" 22 6 -1 0 "unknown" "no"
"29565" 46 "management" "married" "tertiary" "no" -319 "yes" "no" "cellular" 3 "feb" 80 1 256 1 "failure" "no"
"29568" 32 "services" "married" "secondary" "no" 1844 "yes" "yes" "cellular" 3 "feb" 158 4 201 6 "failure" "no"
"29571" 30 "admin." "married" "secondary" "no" 490 "yes" "no" "cellular" 3 "feb" 82 6 251 4 "other" "no"
"29575" 33 "student" "single" "secondary" "no" 1883 "yes" "no" "cellular" 3 "feb" 121 5 256 1 "failure" "no"
"29580" 48 "blue-collar" "single" "secondary" "no" 312 "yes" "yes" "cellular" 3 "feb" 369 2 -1 0 "unknown" "no"
"29594" 29 "management" "married" "tertiary" "no" 1606 "yes" "no" "cellular" 3 "feb" 17 6 -1 0 "unknown" "no"
"29595" 42 "unknown" "single" "primary" "no" 2398 "yes" "no" "cellular" 3 "feb" 144 2 271 2 "failure" "no"
"29596" 39 "blue-collar" "married" "unknown" "no" 295 "yes" "no" "cellular" 3 "feb" 254 1 -1 0 "unknown" "no"
"29597" 42 "technician" "married" "secondary" "no" 440 "yes" "no" "cellular" 3 "feb" 13 5 -1 0 "unknown" "no"
"29600" 32 "management" "married" "secondary" "no" 1215 "yes" "yes" "cellular" 3 "feb" 211 2 -1 0 "unknown" "no"
"29601" 46 "technician" "married" "secondary" "no" 863 "yes" "no" "cellular" 3 "feb" 67 3 -1 0 "unknown" "no"
"29602" 34 "blue-collar" "married" "secondary" "no" 261 "yes" "no" "cellular" 3 "feb" 88 5 251 3 "failure" "no"
"29605" 52 "management" "married" "tertiary" "no" 0 "yes" "no" "cellular" 3 "feb" 790 1 249 1 "failure" "no"
"29606" 38 "services" "married" "tertiary" "no" 1324 "yes" "no" "cellular" 3 "feb" 178 1 -1 0 "unknown" "no"
"29607" 39 "unemployed" "single" "secondary" "no" -114 "yes" "no" "cellular" 3 "feb" 372 1 -1 0 "unknown" "yes"
"29617" 44 "admin." "married" "secondary" "no" 497 "yes" "no" "cellular" 3 "feb" 321 3 270 2 "other" "no"
"29618" 27 "admin." "married" "secondary" "no" -401 "yes" "yes" "cellular" 3 "feb" 205 3 214 1 "failure" "no"
"29620" 48 "unemployed" "married" "secondary" "no" 11371 "yes" "no" "cellular" 3 "feb" 109 3 -1 0 "unknown" "no"
"29621" 54 "blue-collar" "married" "secondary" "no" 175 "yes" "no" "cellular" 3 "feb" 94 4 271 4 "failure" "no"
"29625" 41 "entrepreneur" "married" "tertiary" "no" 0 "yes" "no" "cellular" 3 "feb" 168 3 -1 0 "unknown" "no"
"29627" 54 "retired" "married" "secondary" "no" 1154 "yes" "no" "telephone" 3 "feb" 125 3 -1 0 "unknown" "no"
"29629" 26 "self-employed" "married" "tertiary" "no" 174 "yes" "no" "cellular" 3 "feb" 222 3 -1 0 "unknown" "no"
"29631" 32 "technician" "single" "tertiary" "no" 703 "yes" "no" "cellular" 3 "feb" 489 2 271 2 "success" "no"
"29632" 31 "blue-collar" "married" "unknown" "no" -120 "yes" "no" "cellular" 3 "feb" 100 3 201 2 "failure" "no"
"29638" 43 "technician" "married" "secondary" "no" 473 "yes" "no" "cellular" 3 "feb" 148 3 211 5 "failure" "no"
"29640" 52 "retired" "married" "secondary" "no" 411 "yes" "no" "cellular" 3 "feb" 180 3 200 10 "other" "no"
"29644" 42 "blue-collar" "married" "primary" "no" -97 "yes" "no" "cellular" 3 "feb" 216 4 271 5 "failure" "no"
"29645" 54 "unemployed" "married" "primary" "no" 541 "yes" "no" "cellular" 3 "feb" 237 3 -1 0 "unknown" "no"
"29647" 28 "admin." "married" "secondary" "no" 642 "yes" "no" "cellular" 3 "feb" 481 2 -1 0 "unknown" "no"
"29649" 47 "blue-collar" "married" "secondary" "no" -346 "yes" "yes" "telephone" 3 "feb" 137 2 253 2 "other" "no"
"29651" 37 "services" "single" "secondary" "no" 1050 "yes" "no" "cellular" 3 "feb" 586 3 -1 0 "unknown" "no"
"29653" 34 "technician" "single" "tertiary" "no" 586 "yes" "no" "cellular" 3 "feb" 43 5 263 2 "failure" "no"
"29657" 36 "services" "married" "secondary" "no" 1177 "yes" "yes" "cellular" 3 "feb" 50 5 -1 0 "unknown" "no"
"29658" 37 "services" "divorced" "secondary" "no" 1472 "yes" "no" "cellular" 3 "feb" 126 3 -1 0 "unknown" "no"
"29661" 32 "management" "married" "tertiary" "no" 272 "yes" "no" "cellular" 3 "feb" 188 4 209 1 "failure" "no"
"29662" 58 "technician" "married" "secondary" "no" 629 "yes" "no" "cellular" 3 "feb" 193 3 265 2 "failure" "no"
"29668" 58 "self-employed" "married" "secondary" "no" 0 "yes" "no" "telephone" 3 "feb" 702 3 264 9 "failure" "no"
"29671" 56 "management" "married" "tertiary" "no" 2366 "yes" "yes" "cellular" 3 "feb" 538 2 188 4 "failure" "no"
"29673" 29 "technician" "married" "secondary" "no" 655 "yes" "no" "cellular" 3 "feb" 225 3 270 2 "failure" "no"
"29675" 42 "admin." "single" "secondary" "no" 400 "yes" "no" "cellular" 3 "feb" 198 5 244 6 "failure" "no"
"29676" 33 "unemployed" "single" "tertiary" "no" 14889 "yes" "no" "cellular" 3 "feb" 22 3 -1 0 "unknown" "no"
"29677" 48 "management" "single" "tertiary" "no" 460 "yes" "no" "cellular" 3 "feb" 91 3 264 2 "other" "no"
"29678" 58 "management" "single" "tertiary" "no" 1387 "yes" "no" "telephone" 3 "feb" 140 6 6 6 "other" "no"
"29679" 32 "services" "divorced" "secondary" "no" 41 "yes" "no" "cellular" 3 "feb" 251 4 187 11 "other" "no"
"29680" 42 "technician" "married" "tertiary" "no" 725 "yes" "yes" "telephone" 3 "feb" 124 3 252 3 "failure" "no"
"29681" 53 "blue-collar" "married" "secondary" "no" 483 "yes" "no" "cellular" 3 "feb" 288 3 -1 0 "unknown" "no"
"29683" 60 "retired" "single" "tertiary" "no" 305 "yes" "no" "cellular" 3 "feb" 137 5 211 3 "other" "no"
"29686" 43 "services" "married" "secondary" "no" -45 "yes" "yes" "cellular" 3 "feb" 140 3 -1 0 "unknown" "no"
"29689" 49 "blue-collar" "married" "secondary" "no" 298 "yes" "no" "cellular" 3 "feb" 392 3 -1 0 "unknown" "no"
"29690" 41 "management" "divorced" "tertiary" "no" -78 "yes" "no" "cellular" 3 "feb" 69 4 252 4 "failure" "no"
"29691" 30 "housemaid" "married" "tertiary" "no" 113 "yes" "yes" "cellular" 3 "feb" 230 3 -1 0 "unknown" "no"
"29692" 27 "admin." "married" "secondary" "no" 16 "yes" "no" "cellular" 3 "feb" 54 3 -1 0 "unknown" "no"
"29694" 50 "technician" "married" "secondary" "no" 103 "yes" "no" "cellular" 3 "feb" 109 4 267 6 "failure" "no"
"29695" 47 "unemployed" "married" "secondary" "no" 3188 "yes" "no" "cellular" 3 "feb" 426 3 -1 0 "unknown" "no"
"29696" 30 "technician" "single" "secondary" "no" 62 "yes" "no" "telephone" 3 "feb" 678 2 252 1 "other" "no"
"29700" 40 "management" "divorced" "tertiary" "no" 502 "yes" "no" "cellular" 3 "feb" 267 4 270 3 "other" "no"
"29703" 31 "management" "married" "tertiary" "no" 777 "yes" "no" "cellular" 3 "feb" 245 4 -1 0 "unknown" "no"
"29704" 46 "technician" "divorced" "secondary" "no" 1547 "yes" "no" "cellular" 3 "feb" 401 4 -1 0 "unknown" "no"
"29706" 53 "blue-collar" "married" "primary" "no" -211 "yes" "yes" "cellular" 3 "feb" 195 6 251 2 "failure" "no"
"29707" 33 "blue-collar" "married" "secondary" "no" 640 "yes" "no" "cellular" 3 "feb" 439 3 -1 0 "unknown" "no"
"29708" 41 "technician" "single" "tertiary" "no" -89 "yes" "no" "cellular" 3 "feb" 195 4 251 4 "failure" "no"
"29712" 55 "blue-collar" "married" "primary" "no" 781 "yes" "no" "cellular" 3 "feb" 112 3 270 2 "failure" "no"
"29713" 54 "admin." "single" "secondary" "no" 1178 "yes" "no" "telephone" 3 "feb" 41 6 264 2 "failure" "no"
"29718" 36 "blue-collar" "married" "secondary" "no" 3578 "yes" "no" "telephone" 3 "feb" 45 3 -1 0 "unknown" "no"
"29721" 32 "technician" "single" "tertiary" "no" 47 "yes" "no" "cellular" 3 "feb" 693 7 204 3 "failure" "no"
"29725" 31 "management" "married" "tertiary" "no" 302 "yes" "yes" "cellular" 4 "feb" 181 1 257 1 "failure" "no"
"29726" 33 "technician" "single" "tertiary" "no" 461 "yes" "no" "cellular" 4 "feb" 189 1 -1 0 "unknown" "no"
"29733" 33 "technician" "single" "secondary" "no" 647 "yes" "yes" "cellular" 4 "feb" 124 1 273 1 "other" "no"
"29734" 29 "blue-collar" "single" "secondary" "no" 336 "yes" "no" "cellular" 4 "feb" 197 1 -1 0 "unknown" "no"
"29736" 50 "management" "married" "tertiary" "no" 207 "yes" "no" "cellular" 4 "feb" 99 1 -1 0 "unknown" "no"
"29737" 41 "unemployed" "married" "secondary" "no" 2423 "yes" "no" "cellular" 4 "feb" 101 1 -1 0 "unknown" "no"
"29738" 51 "technician" "divorced" "unknown" "no" 1328 "yes" "no" "cellular" 4 "feb" 119 1 251 1 "failure" "no"
"29739" 60 "technician" "married" "primary" "no" 4243 "yes" "no" "cellular" 4 "feb" 387 1 251 1 "failure" "no"
"29742" 36 "technician" "single" "secondary" "no" 1855 "yes" "no" "cellular" 4 "feb" 75 1 273 1 "failure" "no"
"29744" 44 "self-employed" "married" "primary" "no" 414 "yes" "no" "cellular" 4 "feb" 138 1 272 2 "other" "no"
"29745" 38 "entrepreneur" "married" "secondary" "no" 351 "yes" "no" "cellular" 4 "feb" 112 1 244 3 "failure" "no"
"29747" 45 "self-employed" "divorced" "tertiary" "yes" 75 "yes" "yes" "cellular" 4 "feb" 236 1 -1 0 "unknown" "no"
"29749" 40 "services" "married" "secondary" "no" 1674 "yes" "yes" "cellular" 4 "feb" 144 1 274 2 "other" "no"
"29750" 37 "blue-collar" "divorced" "secondary" "no" 0 "yes" "yes" "cellular" 4 "feb" 131 1 -1 0 "unknown" "no"
"29752" 42 "unemployed" "divorced" "primary" "no" 148 "yes" "no" "cellular" 4 "feb" 102 1 -1 0 "unknown" "no"
"29753" 52 "admin." "married" "primary" "no" 2281 "yes" "yes" "telephone" 4 "feb" 82 1 244 1 "failure" "no"
"29754" 43 "admin." "married" "tertiary" "no" 1317 "yes" "no" "cellular" 4 "feb" 112 1 -1 0 "unknown" "no"
"29755" 54 "admin." "single" "secondary" "no" 15 "yes" "no" "cellular" 4 "feb" 93 1 -1 0 "unknown" "no"
"29761" 46 "admin." "divorced" "secondary" "no" 1342 "yes" "no" "cellular" 4 "feb" 135 1 -1 0 "unknown" "no"
"29762" 45 "blue-collar" "married" "primary" "no" 305 "yes" "no" "cellular" 4 "feb" 211 1 -1 0 "unknown" "no"
"29763" 38 "admin." "divorced" "secondary" "no" 308 "yes" "no" "cellular" 4 "feb" 197 1 274 1 "failure" "no"
"29764" 38 "management" "single" "tertiary" "no" 175 "yes" "yes" "cellular" 4 "feb" 139 5 -1 0 "unknown" "no"
"29765" 38 "self-employed" "married" "secondary" "no" 581 "yes" "no" "cellular" 4 "feb" 281 5 -1 0 "unknown" "no"
"29766" 35 "student" "single" "tertiary" "no" 7 "yes" "no" "telephone" 4 "feb" 72 2 247 1 "other" "no"
"29767" 42 "self-employed" "married" "secondary" "no" 240 "yes" "no" "cellular" 4 "feb" 183 1 189 16 "other" "no"
"29770" 47 "blue-collar" "married" "secondary" "no" 243 "yes" "no" "cellular" 4 "feb" 220 1 246 4 "failure" "no"
"29772" 36 "blue-collar" "married" "tertiary" "no" -534 "yes" "no" "cellular" 4 "feb" 22 1 -1 0 "unknown" "no"
"29774" 28 "blue-collar" "married" "secondary" "no" 127 "yes" "yes" "cellular" 4 "feb" 66 1 -1 0 "unknown" "no"
"29775" 38 "admin." "single" "secondary" "no" 221 "yes" "no" "cellular" 4 "feb" 93 2 274 2 "failure" "no"
"29778" 43 "admin." "married" "secondary" "no" 0 "yes" "no" "cellular" 4 "feb" 175 1 -1 0 "unknown" "no"
"29779" 41 "blue-collar" "married" "primary" "no" 201 "yes" "no" "cellular" 4 "feb" 69 1 1 1 "success" "no"
"29780" 43 "admin." "married" "primary" "no" 392 "yes" "yes" "cellular" 4 "feb" 110 1 208 2 "failure" "no"
"29782" 33 "technician" "married" "secondary" "no" 0 "yes" "no" "cellular" 4 "feb" 56 1 274 2 "failure" "no"
"29783" 28 "self-employed" "married" "tertiary" "no" 0 "yes" "no" "cellular" 4 "feb" 546 3 196 4 "failure" "yes"
"29785" 36 "blue-collar" "single" "secondary" "no" 376 "yes" "yes" "cellular" 4 "feb" 180 1 274 3 "failure" "no"
"29786" 46 "blue-collar" "married" "secondary" "no" 345 "yes" "yes" "telephone" 4 "feb" 86 1 259 3 "other" "no"
"29791" 41 "self-employed" "married" "tertiary" "no" -195 "yes" "yes" "cellular" 4 "feb" 52 3 -1 0 "unknown" "no"
"29793" 52 "management" "married" "tertiary" "no" -970 "yes" "no" "cellular" 4 "feb" 489 1 -1 0 "unknown" "yes"
"29795" 44 "entrepreneur" "married" "tertiary" "no" 5156 "yes" "no" "cellular" 4 "feb" 54 1 -1 0 "unknown" "no"
"29796" 33 "technician" "married" "secondary" "no" 0 "yes" "yes" "cellular" 4 "feb" 154 2 -1 0 "unknown" "no"
"29798" 43 "services" "single" "secondary" "no" 370 "yes" "no" "cellular" 4 "feb" 257 1 -1 0 "unknown" "no"
"29801" 40 "self-employed" "single" "unknown" "no" 109 "yes" "no" "cellular" 4 "feb" 258 1 -1 0 "unknown" "no"
"29806" 40 "retired" "married" "primary" "no" 658 "yes" "no" "cellular" 4 "feb" 132 1 -1 0 "unknown" "no"
"29807" 38 "unemployed" "single" "secondary" "no" 2470 "yes" "no" "cellular" 4 "feb" 131 1 230 1 "other" "no"
"29808" 37 "services" "single" "secondary" "no" 2 "yes" "no" "cellular" 4 "feb" 220 1 -1 0 "unknown" "no"
"29811" 37 "services" "married" "secondary" "no" 895 "yes" "yes" "cellular" 4 "feb" 219 2 245 1 "failure" "no"
"29813" 51 "technician" "married" "secondary" "no" 2 "yes" "yes" "cellular" 4 "feb" 71 1 205 3 "failure" "no"
"29814" 59 "unemployed" "married" "secondary" "no" 4497 "yes" "no" "cellular" 4 "feb" 213 1 251 1 "failure" "no"
"29816" 34 "management" "married" "tertiary" "no" 4831 "yes" "no" "cellular" 4 "feb" 265 1 -1 0 "unknown" "no"
"29817" 34 "services" "single" "secondary" "no" 1921 "yes" "no" "cellular" 4 "feb" 61 1 -1 0 "unknown" "no"
"29818" 36 "blue-collar" "married" "secondary" "no" 1055 "yes" "no" "cellular" 4 "feb" 62 1 -1 0 "unknown" "no"
"29820" 29 "management" "married" "tertiary" "no" 1713 "yes" "no" "cellular" 4 "feb" 227 2 -1 0 "unknown" "no"
"29822" 39 "technician" "married" "unknown" "no" 931 "yes" "no" "cellular" 4 "feb" 64 1 -1 0 "unknown" "no"
"29823" 32 "technician" "single" "tertiary" "no" 1246 "yes" "no" "cellular" 4 "feb" 192 2 -1 0 "unknown" "yes"
"29824" 45 "blue-collar" "divorced" "secondary" "no" 1951 "yes" "no" "cellular" 4 "feb" 692 1 -1 0 "unknown" "no"
"29825" 28 "technician" "single" "secondary" "no" 34 "yes" "no" "cellular" 4 "feb" 16 6 268 4 "failure" "no"
"29827" 52 "technician" "divorced" "secondary" "no" 643 "yes" "no" "cellular" 4 "feb" 270 1 -1 0 "unknown" "no"
"29828" 37 "management" "married" "tertiary" "no" 0 "yes" "no" "cellular" 4 "feb" 199 1 -1 0 "unknown" "no"
"29834" 57 "retired" "married" "primary" "no" -464 "yes" "no" "cellular" 4 "feb" 75 1 190 6 "failure" "no"
"29842" 31 "technician" "married" "secondary" "no" 119 "yes" "no" "cellular" 4 "feb" 380 1 -1 0 "unknown" "no"
"29844" 39 "management" "divorced" "tertiary" "no" -980 "yes" "no" "cellular" 4 "feb" 52 2 260 1 "failure" "no"
"29848" 30 "technician" "single" "tertiary" "no" 405 "yes" "no" "cellular" 4 "feb" 128 1 274 1 "failure" "no"
"29849" 33 "blue-collar" "married" "secondary" "no" 19 "yes" "no" "cellular" 4 "feb" 56 1 271 1 "other" "no"
"29850" 40 "blue-collar" "married" "unknown" "no" 1181 "yes" "no" "cellular" 4 "feb" 718 2 189 2 "success" "yes"
"29854" 29 "management" "married" "tertiary" "no" 1441 "yes" "no" "cellular" 4 "feb" 80 2 -1 0 "unknown" "yes"
"29855" 38 "entrepreneur" "married" "tertiary" "no" 227 "yes" "no" "cellular" 4 "feb" 89 1 209 1 "failure" "no"
"29857" 48 "blue-collar" "married" "secondary" "no" 320 "yes" "yes" "cellular" 4 "feb" 118 1 -1 0 "unknown" "no"
"29858" 43 "self-employed" "divorced" "secondary" "no" 1187 "yes" "no" "cellular" 4 "feb" 80 2 -1 0 "unknown" "no"
"29863" 51 "technician" "married" "secondary" "no" 536 "yes" "yes" "cellular" 4 "feb" 53 1 -1 0 "unknown" "no"
"29865" 48 "self-employed" "married" "tertiary" "no" 1223 "yes" "no" "cellular" 4 "feb" 193 1 -1 0 "unknown" "no"
"29866" 75 "retired" "divorced" "primary" "no" 3881 "yes" "no" "cellular" 4 "feb" 136 3 -1 0 "unknown" "yes"
"29868" 37 "services" "single" "secondary" "no" 342 "yes" "no" "cellular" 4 "feb" 127 1 273 1 "failure" "no"
"29869" 26 "services" "married" "secondary" "no" 44 "yes" "yes" "cellular" 4 "feb" 193 2 237 20 "other" "no"
"29870" 30 "blue-collar" "single" "secondary" "no" 5 "yes" "no" "cellular" 4 "feb" 196 1 -1 0 "unknown" "no"
"29871" 35 "services" "single" "primary" "no" 739 "yes" "no" "cellular" 4 "feb" 605 1 -1 0 "unknown" "no"
"29873" 29 "technician" "divorced" "secondary" "no" 328 "yes" "yes" "cellular" 4 "feb" 25 1 -1 0 "unknown" "no"
"29875" 38 "management" "married" "tertiary" "no" 0 "yes" "no" "cellular" 4 "feb" 138 1 -1 0 "unknown" "no"
"29877" 52 "blue-collar" "married" "secondary" "no" 2338 "yes" "no" "cellular" 4 "feb" 232 1 -1 0 "unknown" "no"
"29878" 34 "services" "married" "secondary" "no" 4962 "yes" "yes" "cellular" 4 "feb" 83 1 -1 0 "unknown" "no"
"29879" 39 "blue-collar" "married" "primary" "no" 33 "yes" "no" "cellular" 4 "feb" 211 1 -1 0 "unknown" "no"
"29880" 42 "admin." "single" "secondary" "no" 30 "yes" "no" "cellular" 4 "feb" 98 1 266 3 "failure" "no"
"29881" 37 "unemployed" "married" "tertiary" "no" 594 "yes" "no" "cellular" 4 "feb" 62 1 -1 0 "unknown" "no"
"29882" 58 "management" "married" "tertiary" "no" 2142 "yes" "no" "cellular" 4 "feb" 41 2 274 3 "failure" "no"
"29883" 27 "technician" "single" "tertiary" "no" 931 "yes" "no" "cellular" 4 "feb" 1078 1 -1 0 "unknown" "yes"
"29884" 53 "blue-collar" "married" "secondary" "no" 1103 "yes" "yes" "cellular" 4 "feb" 101 2 250 4 "failure" "no"
"29885" 27 "blue-collar" "married" "secondary" "no" 77 "yes" "no" "cellular" 4 "feb" 253 1 -1 0 "unknown" "no"
"29887" 34 "housemaid" "married" "primary" "no" 0 "yes" "no" "cellular" 4 "feb" 77 1 -1 0 "unknown" "no"
"29888" 39 "admin." "divorced" "secondary" "no" 43 "yes" "no" "cellular" 4 "feb" 108 1 -1 0 "unknown" "no"
"29890" 33 "blue-collar" "married" "primary" "no" 158 "yes" "no" "cellular" 4 "feb" 110 1 264 4 "failure" "no"
"29893" 32 "technician" "married" "secondary" "no" 6172 "yes" "no" "cellular" 4 "feb" 93 1 -1 0 "unknown" "no"
"29895" 52 "self-employed" "married" "secondary" "no" 371 "yes" "no" "telephone" 4 "feb" 50 1 208 1 "other" "no"
"29896" 32 "admin." "single" "secondary" "no" 678 "yes" "no" "cellular" 4 "feb" 1579 1 246 4 "failure" "yes"
"29898" 34 "services" "single" "tertiary" "no" 49 "yes" "no" "cellular" 4 "feb" 250 1 -1 0 "unknown" "no"
"29899" 31 "management" "married" "tertiary" "no" 141 "yes" "no" "cellular" 4 "feb" 572 2 238 7 "other" "yes"
"29900" 34 "blue-collar" "single" "secondary" "no" 783 "yes" "no" "cellular" 4 "feb" 142 1 -1 0 "unknown" "no"
"29901" 42 "unemployed" "married" "primary" "no" 75 "yes" "no" "cellular" 4 "feb" 120 1 -1 0 "unknown" "no"
"29902" 47 "technician" "married" "secondary" "no" -75 "yes" "no" "cellular" 4 "feb" 57 1 247 1 "other" "no"
