"age" "job" "marital" "education" "default" "balance" "housing" "loan" "contact" "day" "month" "duration" "campaign" "pdays" "previous" "poutcome" "y"
"14279" 29 "blue-collar" "married" "secondary" "no" 64 "yes" "yes" "cellular" 14 "jul" 611 2 -1 0 "unknown" "no"
"14281" 58 "blue-collar" "married" "primary" "no" 226 "yes" "no" "cellular" 14 "jul" 306 2 -1 0 "unknown" "no"
"14285" 40 "blue-collar" "married" "secondary" "no" 992 "yes" "yes" "cellular" 14 "jul" 297 3 -1 0 "unknown" "no"
"14287" 60 "blue-collar" "married" "secondary" "no" 1130 "no" "no" "cellular" 14 "jul" 64 2 -1 0 "unknown" "no"
"14288" 51 "blue-collar" "married" "primary" "no" 0 "yes" "no" "telephone" 14 "jul" 120 3 -1 0 "unknown" "no"
"14292" 42 "blue-collar" "married" "secondary" "no" -336 "yes" "no" "cellular" 14 "jul" 151 2 -1 0 "unknown" "no"
"14300" 32 "blue-collar" "married" "secondary" "no" -230 "yes" "no" "cellular" 14 "jul" 331 2 -1 0 "unknown" "no"
"14302" 41 "blue-collar" "married" "primary" "no" 1821 "no" "yes" "cellular" 14 "jul" 137 3 -1 0 "unknown" "no"
"14305" 44 "blue-collar" "married" "secondary" "no" 476 "no" "no" "cellular" 14 "jul" 173 6 -1 0 "unknown" "no"
"14312" 55 "blue-collar" "married" "secondary" "no" 34 "yes" "yes" "cellular" 14 "jul" 97 3 -1 0 "unknown" "no"
"14316" 48 "blue-collar" "married" "secondary" "no" 101 "no" "no" "cellular" 14 "jul" 549 3 -1 0 "unknown" "no"
"14322" 46 "blue-collar" "married" "secondary" "no" 922 "no" "yes" "cellular" 14 "jul" 151 2 -1 0 "unknown" "no"
"14328" 45 "blue-collar" "single" "secondary" "no" 91 "no" "yes" "cellular" 14 "jul" 55 2 -1 0 "unknown" "no"
"14331" 35 "blue-collar" "single" "primary" "no" -230 "yes" "no" "cellular" 14 "jul" 183 3 -1 0 "unknown" "no"
"14334" 43 "blue-collar" "single" "tertiary" "no" 1344 "yes" "no" "cellular" 14 "jul" 74 2 -1 0 "unknown" "no"
"14340" 44 "blue-collar" "divorced" "secondary" "no" 272 "yes" "no" "cellular" 14 "jul" 51 2 -1 0 "unknown" "no"
"14345" 37 "blue-collar" "married" "secondary" "no" 223 "yes" "no" "cellular" 14 "jul" 144 2 -1 0 "unknown" "no"
"14348" 32 "blue-collar" "married" "secondary" "no" 596 "yes" "no" "cellular" 14 "jul" 397 3 -1 0 "unknown" "no"
"14350" 33 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "telephone" 14 "jul" 305 3 -1 0 "unknown" "no"
"14352" 50 "blue-collar" "married" "primary" "no" 1580 "yes" "no" "cellular" 14 "jul" 111 3 -1 0 "unknown" "no"
"14358" 32 "blue-collar" "married" "secondary" "no" 2353 "yes" "yes" "cellular" 14 "jul" 334 3 -1 0 "unknown" "no"
"14364" 44 "blue-collar" "married" "primary" "no" 3113 "no" "no" "cellular" 14 "jul" 331 2 -1 0 "unknown" "no"
"14370" 40 "blue-collar" "single" "primary" "no" 45 "yes" "yes" "cellular" 14 "jul" 106 4 -1 0 "unknown" "no"
"14373" 43 "blue-collar" "divorced" "primary" "no" -76 "yes" "no" "cellular" 14 "jul" 124 3 -1 0 "unknown" "no"
"14375" 34 "blue-collar" "married" "secondary" "no" 855 "no" "yes" "cellular" 14 "jul" 616 3 -1 0 "unknown" "no"
"14380" 40 "blue-collar" "married" "secondary" "no" 1539 "yes" "no" "cellular" 14 "jul" 204 3 -1 0 "unknown" "no"
"14382" 40 "blue-collar" "married" "unknown" "no" 0 "yes" "no" "cellular" 14 "jul" 699 3 -1 0 "unknown" "no"
"14384" 30 "blue-collar" "single" "secondary" "no" 0 "yes" "no" "cellular" 14 "jul" 768 2 -1 0 "unknown" "no"
"14398" 35 "blue-collar" "married" "secondary" "no" -102 "yes" "no" "cellular" 14 "jul" 334 3 -1 0 "unknown" "no"
"14405" 29 "blue-collar" "married" "secondary" "no" -191 "no" "yes" "cellular" 14 "jul" 115 2 -1 0 "unknown" "no"
"14412" 30 "blue-collar" "single" "secondary" "no" 332 "no" "no" "cellular" 14 "jul" 465 3 -1 0 "unknown" "no"
"14427" 53 "blue-collar" "married" "secondary" "no" 2231 "yes" "no" "cellular" 14 "jul" 272 3 -1 0 "unknown" "no"
"14439" 31 "blue-collar" "single" "secondary" "no" 0 "no" "no" "cellular" 14 "jul" 387 2 -1 0 "unknown" "no"
"14440" 34 "blue-collar" "married" "primary" "no" 351 "no" "yes" "cellular" 14 "jul" 326 11 -1 0 "unknown" "no"
"14444" 43 "blue-collar" "single" "secondary" "no" 615 "no" "no" "cellular" 14 "jul" 97 4 -1 0 "unknown" "no"
"14449" 53 "blue-collar" "married" "secondary" "no" -162 "yes" "no" "cellular" 14 "jul" 81 6 -1 0 "unknown" "no"
"14453" 47 "blue-collar" "married" "secondary" "no" 1875 "yes" "no" "cellular" 14 "jul" 157 3 -1 0 "unknown" "no"
"14461" 48 "blue-collar" "married" "secondary" "no" 742 "yes" "yes" "cellular" 14 "jul" 304 4 -1 0 "unknown" "no"
"14470" 36 "blue-collar" "married" "primary" "no" 1580 "yes" "no" "cellular" 14 "jul" 615 3 -1 0 "unknown" "no"
"14471" 39 "blue-collar" "married" "secondary" "no" 498 "yes" "no" "cellular" 14 "jul" 149 4 -1 0 "unknown" "no"
"14472" 39 "blue-collar" "married" "secondary" "no" 142 "no" "yes" "cellular" 14 "jul" 424 4 -1 0 "unknown" "no"
"14477" 59 "blue-collar" "married" "primary" "no" 0 "no" "yes" "telephone" 14 "jul" 160 10 -1 0 "unknown" "no"
"14478" 36 "blue-collar" "married" "primary" "no" 223 "yes" "no" "unknown" 14 "jul" 12 3 -1 0 "unknown" "no"
"14481" 46 "blue-collar" "married" "secondary" "no" 211 "yes" "no" "cellular" 14 "jul" 36 2 -1 0 "unknown" "no"
"14483" 36 "blue-collar" "married" "secondary" "no" -128 "no" "yes" "telephone" 14 "jul" 821 3 -1 0 "unknown" "no"
"14486" 38 "blue-collar" "single" "tertiary" "no" 263 "yes" "no" "cellular" 14 "jul" 84 6 -1 0 "unknown" "no"
"14490" 36 "blue-collar" "married" "secondary" "no" -194 "yes" "no" "cellular" 14 "jul" 133 3 -1 0 "unknown" "no"
"14497" 27 "blue-collar" "divorced" "secondary" "no" 1 "yes" "no" "cellular" 14 "jul" 116 3 -1 0 "unknown" "no"
"14500" 55 "blue-collar" "married" "primary" "no" 284 "no" "yes" "telephone" 14 "jul" 252 4 -1 0 "unknown" "no"
"14501" 29 "blue-collar" "married" "secondary" "no" 2312 "yes" "no" "telephone" 14 "jul" 109 3 -1 0 "unknown" "no"
"14506" 48 "blue-collar" "single" "secondary" "no" 339 "no" "yes" "telephone" 14 "jul" 123 4 -1 0 "unknown" "no"
"14508" 52 "blue-collar" "divorced" "secondary" "no" 0 "no" "yes" "cellular" 15 "jul" 231 2 -1 0 "unknown" "no"
"14509" 41 "blue-collar" "married" "secondary" "no" 514 "no" "yes" "telephone" 15 "jul" 321 3 -1 0 "unknown" "no"
"14510" 40 "blue-collar" "divorced" "secondary" "no" -349 "no" "yes" "cellular" 15 "jul" 31 19 -1 0 "unknown" "no"
"14515" 58 "blue-collar" "married" "secondary" "no" 928 "no" "no" "cellular" 15 "jul" 656 3 -1 0 "unknown" "no"
"14523" 37 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "cellular" 15 "jul" 129 2 -1 0 "unknown" "no"
"14530" 42 "blue-collar" "married" "secondary" "no" -145 "yes" "no" "cellular" 15 "jul" 231 3 -1 0 "unknown" "no"
"14536" 52 "blue-collar" "single" "primary" "no" 0 "no" "no" "cellular" 15 "jul" 131 2 -1 0 "unknown" "no"
"14542" 31 "blue-collar" "married" "secondary" "no" -84 "no" "yes" "cellular" 15 "jul" 75 4 -1 0 "unknown" "no"
"14546" 35 "blue-collar" "single" "secondary" "no" 3508 "yes" "no" "cellular" 15 "jul" 94 3 -1 0 "unknown" "no"
"14550" 41 "blue-collar" "married" "unknown" "no" 402 "yes" "no" "cellular" 15 "jul" 368 2 -1 0 "unknown" "no"
"14554" 50 "blue-collar" "married" "secondary" "no" -731 "yes" "no" "cellular" 15 "jul" 401 4 -1 0 "unknown" "no"
"14562" 26 "blue-collar" "married" "secondary" "no" 155 "no" "yes" "cellular" 15 "jul" 76 3 -1 0 "unknown" "no"
"14567" 35 "blue-collar" "divorced" "secondary" "no" 0 "no" "no" "cellular" 15 "jul" 129 2 -1 0 "unknown" "no"
"14568" 59 "blue-collar" "divorced" "secondary" "no" 0 "no" "yes" "cellular" 15 "jul" 237 4 -1 0 "unknown" "no"
"14590" 53 "blue-collar" "married" "secondary" "no" 0 "no" "yes" "telephone" 15 "jul" 152 4 -1 0 "unknown" "no"
"14591" 34 "blue-collar" "married" "secondary" "no" 291 "yes" "no" "cellular" 15 "jul" 646 4 -1 0 "unknown" "no"
"14594" 42 "blue-collar" "single" "secondary" "no" -178 "yes" "no" "cellular" 15 "jul" 178 3 -1 0 "unknown" "no"
"14601" 53 "blue-collar" "married" "primary" "no" 4143 "no" "no" "cellular" 15 "jul" 200 3 -1 0 "unknown" "no"
"14603" 29 "blue-collar" "married" "secondary" "no" 162 "yes" "no" "cellular" 15 "jul" 126 3 -1 0 "unknown" "no"
"14606" 53 "blue-collar" "married" "primary" "no" 38 "no" "yes" "cellular" 15 "jul" 321 5 -1 0 "unknown" "no"
"14613" 47 "blue-collar" "married" "primary" "no" 683 "yes" "no" "cellular" 15 "jul" 106 12 -1 0 "unknown" "no"
"14615" 40 "blue-collar" "married" "secondary" "no" 299 "yes" "no" "cellular" 15 "jul" 180 4 -1 0 "unknown" "no"
"14619" 31 "blue-collar" "married" "secondary" "no" -112 "no" "yes" "cellular" 15 "jul" 128 1 -1 0 "unknown" "no"
"14620" 34 "blue-collar" "single" "primary" "no" -109 "yes" "no" "cellular" 15 "jul" 860 4 -1 0 "unknown" "yes"
"14624" 42 "blue-collar" "married" "secondary" "no" 1 "no" "no" "cellular" 15 "jul" 462 1 -1 0 "unknown" "no"
"14625" 48 "blue-collar" "married" "secondary" "no" 729 "yes" "no" "telephone" 15 "jul" 277 1 -1 0 "unknown" "no"
"14631" 47 "blue-collar" "married" "primary" "no" 185 "no" "no" "cellular" 15 "jul" 116 5 -1 0 "unknown" "no"
"14636" 36 "blue-collar" "married" "secondary" "no" 0 "no" "no" "cellular" 15 "jul" 794 1 -1 0 "unknown" "no"
"14639" 45 "blue-collar" "divorced" "primary" "no" -207 "no" "no" "cellular" 15 "jul" 878 2 -1 0 "unknown" "yes"
"14647" 39 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "cellular" 15 "jul" 103 4 -1 0 "unknown" "no"
"14648" 46 "blue-collar" "married" "primary" "no" 174 "no" "yes" "cellular" 15 "jul" 90 1 -1 0 "unknown" "no"
"14657" 36 "blue-collar" "married" "secondary" "no" -231 "no" "yes" "cellular" 15 "jul" 779 2 -1 0 "unknown" "no"
"14674" 32 "blue-collar" "divorced" "primary" "no" 142 "yes" "no" "cellular" 15 "jul" 257 5 -1 0 "unknown" "no"
"14675" 57 "blue-collar" "divorced" "secondary" "no" 1103 "yes" "no" "cellular" 15 "jul" 98 4 -1 0 "unknown" "no"
"14680" 31 "blue-collar" "married" "secondary" "no" 0 "no" "yes" "telephone" 15 "jul" 275 2 -1 0 "unknown" "no"
"14683" 30 "blue-collar" "single" "primary" "no" 0 "no" "no" "cellular" 15 "jul" 716 3 -1 0 "unknown" "yes"
"14686" 41 "blue-collar" "divorced" "primary" "no" 664 "no" "yes" "cellular" 15 "jul" 955 5 -1 0 "unknown" "yes"
"14687" 44 "blue-collar" "divorced" "secondary" "no" -1 "no" "yes" "cellular" 15 "jul" 194 5 -1 0 "unknown" "no"
"14691" 36 "blue-collar" "divorced" "secondary" "no" 7051 "no" "yes" "cellular" 15 "jul" 106 13 -1 0 "unknown" "no"
"14693" 31 "blue-collar" "married" "primary" "no" 0 "yes" "no" "telephone" 15 "jul" 237 7 -1 0 "unknown" "no"
"14695" 39 "blue-collar" "married" "secondary" "no" 345 "yes" "no" "cellular" 15 "jul" 179 3 -1 0 "unknown" "no"
"14696" 41 "blue-collar" "married" "primary" "no" 8 "yes" "no" "cellular" 15 "jul" 155 2 -1 0 "unknown" "no"
"14698" 38 "blue-collar" "single" "secondary" "no" 340 "no" "yes" "cellular" 15 "jul" 260 5 -1 0 "unknown" "no"
"14704" 49 "blue-collar" "divorced" "secondary" "no" 4177 "yes" "no" "cellular" 15 "jul" 275 4 -1 0 "unknown" "no"
"14710" 54 "blue-collar" "married" "primary" "no" 126 "yes" "no" "cellular" 15 "jul" 357 4 -1 0 "unknown" "no"
"14715" 36 "blue-collar" "married" "secondary" "no" 3420 "yes" "no" "cellular" 15 "jul" 98 2 -1 0 "unknown" "no"
"14719" 45 "blue-collar" "single" "primary" "yes" -183 "no" "yes" "cellular" 15 "jul" 395 4 -1 0 "unknown" "no"
"14723" 37 "blue-collar" "married" "primary" "no" 20 "no" "yes" "telephone" 15 "jul" 469 4 -1 0 "unknown" "no"
"14729" 25 "blue-collar" "married" "secondary" "no" 0 "no" "yes" "cellular" 15 "jul" 1424 4 -1 0 "unknown" "yes"
"14739" 42 "blue-collar" "divorced" "secondary" "no" 667 "yes" "no" "cellular" 15 "jul" 419 8 -1 0 "unknown" "no"
"14745" 35 "blue-collar" "single" "secondary" "no" 885 "yes" "no" "cellular" 15 "jul" 632 6 -1 0 "unknown" "yes"
"14747" 51 "blue-collar" "married" "secondary" "no" 463 "yes" "yes" "cellular" 15 "jul" 114 4 -1 0 "unknown" "no"
"14751" 53 "blue-collar" "married" "secondary" "no" 6258 "yes" "no" "telephone" 15 "jul" 62 5 -1 0 "unknown" "no"
"14754" 25 "blue-collar" "single" "secondary" "no" 377 "no" "no" "cellular" 15 "jul" 1412 4 -1 0 "unknown" "no"
"14763" 29 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "cellular" 16 "jul" 186 4 -1 0 "unknown" "no"
"14768" 51 "blue-collar" "married" "primary" "no" -11 "no" "no" "telephone" 16 "jul" 126 4 -1 0 "unknown" "no"
"14780" 35 "blue-collar" "married" "secondary" "no" 4 "yes" "yes" "cellular" 16 "jul" 130 6 -1 0 "unknown" "no"
"14782" 35 "blue-collar" "married" "primary" "no" 319 "yes" "no" "cellular" 16 "jul" 221 1 -1 0 "unknown" "no"
"14784" 56 "blue-collar" "married" "primary" "no" 563 "no" "no" "telephone" 16 "jul" 51 1 -1 0 "unknown" "no"
"14785" 34 "blue-collar" "single" "secondary" "no" 855 "yes" "no" "cellular" 16 "jul" 578 1 -1 0 "unknown" "yes"
"14789" 56 "blue-collar" "married" "secondary" "no" 0 "no" "yes" "cellular" 16 "jul" 390 2 -1 0 "unknown" "no"
"14790" 45 "blue-collar" "single" "secondary" "yes" 0 "no" "yes" "cellular" 16 "jul" 154 2 -1 0 "unknown" "no"
"14798" 29 "blue-collar" "single" "unknown" "no" 694 "yes" "yes" "cellular" 16 "jul" 1806 4 -1 0 "unknown" "yes"
"14801" 33 "blue-collar" "married" "primary" "no" 208 "yes" "no" "cellular" 16 "jul" 284 1 -1 0 "unknown" "no"
"14803" 47 "blue-collar" "married" "unknown" "no" 496 "no" "yes" "cellular" 16 "jul" 151 4 -1 0 "unknown" "no"
"14809" 46 "blue-collar" "married" "primary" "no" 327 "no" "yes" "cellular" 16 "jul" 145 4 -1 0 "unknown" "no"
"14812" 32 "blue-collar" "divorced" "secondary" "no" 8 "yes" "no" "cellular" 16 "jul" 226 1 -1 0 "unknown" "no"
"14814" 56 "blue-collar" "married" "secondary" "no" -199 "no" "yes" "cellular" 16 "jul" 428 2 -1 0 "unknown" "no"
"14815" 54 "blue-collar" "married" "secondary" "no" 0 "no" "yes" "cellular" 16 "jul" 156 1 -1 0 "unknown" "no"
"14826" 58 "blue-collar" "married" "unknown" "no" 2516 "yes" "no" "cellular" 16 "jul" 303 1 -1 0 "unknown" "no"
"14828" 28 "blue-collar" "married" "primary" "no" 0 "yes" "no" "cellular" 16 "jul" 129 2 -1 0 "unknown" "no"
"14829" 45 "blue-collar" "married" "primary" "no" 512 "no" "no" "telephone" 16 "jul" 98 1 -1 0 "unknown" "no"
"14830" 44 "blue-collar" "married" "primary" "no" 1265 "yes" "no" "cellular" 16 "jul" 555 1 -1 0 "unknown" "yes"
"14833" 39 "blue-collar" "married" "tertiary" "no" 597 "no" "no" "cellular" 16 "jul" 686 6 -1 0 "unknown" "yes"
"14840" 37 "blue-collar" "married" "secondary" "no" 0 "no" "no" "cellular" 16 "jul" 1150 1 -1 0 "unknown" "no"
"14846" 26 "blue-collar" "single" "secondary" "no" -188 "no" "no" "telephone" 16 "jul" 198 1 -1 0 "unknown" "no"
"14849" 36 "blue-collar" "married" "secondary" "no" 324 "yes" "yes" "cellular" 16 "jul" 830 1 -1 0 "unknown" "yes"
"14859" 36 "blue-collar" "divorced" "primary" "no" 17 "yes" "no" "cellular" 16 "jul" 329 1 -1 0 "unknown" "no"
"14860" 26 "blue-collar" "single" "primary" "no" -35 "no" "no" "cellular" 16 "jul" 243 1 -1 0 "unknown" "no"
"14872" 56 "blue-collar" "married" "primary" "no" 0 "yes" "no" "cellular" 16 "jul" 1222 1 -1 0 "unknown" "yes"
"14876" 39 "blue-collar" "married" "primary" "no" 50 "no" "no" "cellular" 16 "jul" 147 2 -1 0 "unknown" "no"
"14880" 47 "blue-collar" "divorced" "secondary" "no" -4 "yes" "no" "cellular" 16 "jul" 77 1 -1 0 "unknown" "no"
"14881" 25 "blue-collar" "single" "secondary" "no" 158 "yes" "yes" "cellular" 16 "jul" 231 2 -1 0 "unknown" "no"
"14883" 29 "blue-collar" "married" "secondary" "no" 2870 "yes" "no" "cellular" 16 "jul" 988 1 -1 0 "unknown" "yes"
"14884" 35 "blue-collar" "married" "secondary" "no" 975 "yes" "no" "cellular" 16 "jul" 102 1 -1 0 "unknown" "no"
"14887" 58 "blue-collar" "married" "primary" "no" 0 "no" "no" "telephone" 16 "jul" 558 6 -1 0 "unknown" "no"
"14889" 34 "blue-collar" "married" "primary" "no" 602 "yes" "no" "cellular" 16 "jul" 680 1 -1 0 "unknown" "no"
"14896" 50 "blue-collar" "married" "secondary" "no" 907 "no" "yes" "cellular" 16 "jul" 68 1 -1 0 "unknown" "no"
"14899" 47 "blue-collar" "divorced" "secondary" "no" 25 "no" "yes" "cellular" 16 "jul" 81 6 -1 0 "unknown" "no"
"14903" 43 "blue-collar" "married" "secondary" "no" 184 "no" "yes" "cellular" 16 "jul" 1019 11 -1 0 "unknown" "yes"
"14906" 32 "blue-collar" "married" "secondary" "no" 1905 "yes" "no" "cellular" 16 "jul" 709 2 -1 0 "unknown" "yes"
"14910" 54 "blue-collar" "married" "secondary" "yes" 381 "yes" "yes" "telephone" 16 "jul" 198 1 -1 0 "unknown" "no"
"14925" 38 "blue-collar" "married" "secondary" "no" 329 "yes" "yes" "cellular" 16 "jul" 111 4 -1 0 "unknown" "no"
"14927" 51 "blue-collar" "divorced" "primary" "no" 1927 "no" "yes" "cellular" 16 "jul" 322 4 -1 0 "unknown" "no"
"14931" 60 "blue-collar" "married" "primary" "no" 1477 "yes" "no" "cellular" 16 "jul" 69 3 -1 0 "unknown" "no"
"14933" 40 "blue-collar" "married" "secondary" "no" -839 "yes" "yes" "cellular" 16 "jul" 1018 2 -1 0 "unknown" "yes"
"14935" 59 "blue-collar" "divorced" "primary" "no" 1228 "no" "yes" "cellular" 16 "jul" 57 3 -1 0 "unknown" "no"
"14956" 36 "blue-collar" "divorced" "secondary" "no" 1305 "yes" "no" "cellular" 16 "jul" 345 10 -1 0 "unknown" "no"
"14958" 37 "blue-collar" "married" "primary" "no" 61 "yes" "no" "cellular" 16 "jul" 156 3 -1 0 "unknown" "no"
"14965" 34 "blue-collar" "married" "primary" "no" 425 "yes" "no" "cellular" 16 "jul" 1389 7 -1 0 "unknown" "no"
"14970" 40 "blue-collar" "married" "primary" "no" 1206 "no" "yes" "telephone" 16 "jul" 201 5 -1 0 "unknown" "no"
"14973" 25 "blue-collar" "single" "secondary" "no" 195 "no" "no" "cellular" 16 "jul" 1339 3 -1 0 "unknown" "no"
"14984" 55 "blue-collar" "married" "secondary" "no" 3919 "no" "no" "cellular" 16 "jul" 26 2 -1 0 "unknown" "no"
"14985" 37 "blue-collar" "married" "secondary" "no" 680 "yes" "yes" "cellular" 16 "jul" 613 3 -1 0 "unknown" "no"
"14994" 38 "blue-collar" "single" "tertiary" "no" 14058 "no" "no" "telephone" 17 "jul" 293 20 -1 0 "unknown" "no"
"14996" 37 "blue-collar" "married" "secondary" "no" -26 "no" "no" "telephone" 17 "jul" 209 2 -1 0 "unknown" "no"
"14998" 51 "blue-collar" "married" "primary" "no" 0 "no" "yes" "telephone" 17 "jul" 299 9 -1 0 "unknown" "no"
"15005" 42 "blue-collar" "married" "primary" "no" 0 "yes" "no" "cellular" 17 "jul" 71 1 -1 0 "unknown" "no"
"15006" 34 "blue-collar" "married" "secondary" "no" 808 "yes" "yes" "cellular" 17 "jul" 20 3 -1 0 "unknown" "no"
"15008" 50 "blue-collar" "married" "secondary" "no" 1832 "yes" "no" "cellular" 17 "jul" 80 1 -1 0 "unknown" "no"
"15013" 58 "blue-collar" "divorced" "secondary" "no" 543 "no" "yes" "telephone" 17 "jul" 264 3 -1 0 "unknown" "no"
"15018" 26 "blue-collar" "married" "secondary" "no" -11 "yes" "yes" "cellular" 17 "jul" 1150 3 -1 0 "unknown" "yes"
"15024" 29 "blue-collar" "married" "secondary" "no" 723 "no" "yes" "cellular" 17 "jul" 235 1 -1 0 "unknown" "no"
"15025" 44 "blue-collar" "married" "primary" "no" 10 "yes" "no" "cellular" 17 "jul" 196 1 -1 0 "unknown" "no"
"15037" 26 "blue-collar" "single" "secondary" "no" 4146 "no" "no" "cellular" 17 "jul" 628 1 -1 0 "unknown" "no"
"15045" 36 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "cellular" 17 "jul" 72 1 -1 0 "unknown" "no"
"15051" 52 "blue-collar" "married" "secondary" "no" 1405 "no" "yes" "cellular" 17 "jul" 753 2 -1 0 "unknown" "yes"
"15059" 48 "blue-collar" "married" "secondary" "no" 1513 "no" "yes" "cellular" 17 "jul" 1171 1 -1 0 "unknown" "no"
"15060" 42 "blue-collar" "married" "secondary" "no" 5639 "yes" "no" "cellular" 17 "jul" 430 2 -1 0 "unknown" "no"
"15064" 33 "blue-collar" "married" "secondary" "no" -260 "yes" "yes" "cellular" 17 "jul" 224 2 -1 0 "unknown" "no"
"15065" 56 "blue-collar" "married" "primary" "no" 0 "yes" "no" "cellular" 17 "jul" 82 1 -1 0 "unknown" "no"
"15078" 43 "blue-collar" "married" "secondary" "no" 833 "no" "no" "cellular" 17 "jul" 156 1 -1 0 "unknown" "no"
"15085" 47 "blue-collar" "married" "primary" "no" 840 "no" "yes" "cellular" 17 "jul" 509 1 -1 0 "unknown" "no"
"15089" 31 "blue-collar" "single" "primary" "no" 528 "yes" "no" "cellular" 17 "jul" 143 1 -1 0 "unknown" "no"
"15093" 32 "blue-collar" "single" "secondary" "no" 118 "yes" "no" "cellular" 17 "jul" 1275 1 -1 0 "unknown" "yes"
"15096" 28 "blue-collar" "married" "secondary" "no" 379 "no" "yes" "cellular" 17 "jul" 164 1 -1 0 "unknown" "no"
"15103" 31 "blue-collar" "married" "secondary" "no" 212 "yes" "yes" "cellular" 17 "jul" 143 2 -1 0 "unknown" "no"
"15109" 31 "blue-collar" "divorced" "secondary" "no" -277 "yes" "no" "telephone" 17 "jul" 1008 2 -1 0 "unknown" "yes"
"15112" 27 "blue-collar" "married" "secondary" "no" 1 "yes" "no" "cellular" 17 "jul" 259 1 -1 0 "unknown" "no"
"15120" 50 "blue-collar" "married" "primary" "no" 216 "yes" "no" "cellular" 17 "jul" 195 3 -1 0 "unknown" "no"
"15128" 39 "blue-collar" "married" "secondary" "no" -99 "no" "no" "cellular" 17 "jul" 260 1 -1 0 "unknown" "no"
"15138" 29 "blue-collar" "single" "secondary" "no" -61 "no" "no" "cellular" 17 "jul" 270 1 -1 0 "unknown" "no"
"15141" 35 "blue-collar" "married" "primary" "no" -35 "yes" "no" "cellular" 17 "jul" 123 2 -1 0 "unknown" "no"
"15146" 36 "blue-collar" "married" "secondary" "no" 2894 "yes" "no" "cellular" 17 "jul" 747 1 -1 0 "unknown" "no"
"15152" 29 "blue-collar" "single" "secondary" "no" 28 "no" "no" "cellular" 17 "jul" 360 2 -1 0 "unknown" "no"
"15153" 43 "blue-collar" "married" "primary" "no" 255 "yes" "no" "cellular" 17 "jul" 180 1 -1 0 "unknown" "no"
"15154" 49 "blue-collar" "married" "secondary" "no" 825 "yes" "no" "cellular" 17 "jul" 22 1 -1 0 "unknown" "no"
"15160" 52 "blue-collar" "married" "primary" "no" 336 "no" "yes" "telephone" 17 "jul" 381 7 -1 0 "unknown" "no"
"15170" 50 "blue-collar" "married" "secondary" "no" 84 "yes" "no" "cellular" 17 "jul" 18 8 -1 0 "unknown" "no"
"15180" 51 "blue-collar" "married" "primary" "no" 201 "yes" "no" "cellular" 17 "jul" 582 2 -1 0 "unknown" "yes"
"15183" 32 "blue-collar" "married" "primary" "no" 2456 "yes" "no" "cellular" 17 "jul" 1151 1 -1 0 "unknown" "no"
"15184" 49 "blue-collar" "married" "secondary" "no" 388 "no" "no" "telephone" 17 "jul" 265 2 -1 0 "unknown" "no"
"15185" 38 "blue-collar" "single" "secondary" "no" 2707 "yes" "no" "cellular" 17 "jul" 120 3 -1 0 "unknown" "no"
"15186" 42 "blue-collar" "married" "secondary" "no" 600 "no" "no" "cellular" 17 "jul" 277 3 -1 0 "unknown" "no"
"15196" 31 "blue-collar" "married" "unknown" "no" -120 "yes" "no" "cellular" 17 "jul" 231 2 -1 0 "unknown" "no"
"15202" 30 "blue-collar" "married" "primary" "no" 135 "yes" "no" "telephone" 17 "jul" 268 5 -1 0 "unknown" "no"
"15205" 54 "blue-collar" "married" "primary" "no" 1298 "no" "no" "telephone" 17 "jul" 304 4 -1 0 "unknown" "no"
"15208" 35 "blue-collar" "married" "tertiary" "no" 1016 "yes" "no" "cellular" 17 "jul" 294 2 -1 0 "unknown" "no"
"15212" 50 "blue-collar" "married" "secondary" "no" 19 "no" "no" "cellular" 17 "jul" 209 4 -1 0 "unknown" "no"
"15217" 45 "blue-collar" "married" "secondary" "no" 392 "yes" "no" "cellular" 17 "jul" 80 2 -1 0 "unknown" "no"
"15221" 42 "blue-collar" "divorced" "primary" "no" 301 "yes" "no" "cellular" 17 "jul" 1175 2 -1 0 "unknown" "yes"
"15228" 40 "blue-collar" "divorced" "secondary" "no" 393 "yes" "yes" "cellular" 17 "jul" 291 2 -1 0 "unknown" "no"
"15232" 59 "blue-collar" "married" "primary" "no" -365 "yes" "no" "cellular" 17 "jul" 408 11 -1 0 "unknown" "no"
"15247" 27 "blue-collar" "married" "secondary" "no" 0 "yes" "no" "cellular" 17 "jul" 444 6 -1 0 "unknown" "no"
"15249" 30 "blue-collar" "married" "primary" "no" -199 "yes" "yes" "telephone" 17 "jul" 207 10 -1 0 "unknown" "no"
"15254" 27 "blue-collar" "divorced" "unknown" "no" 2323 "yes" "no" "cellular" 17 "jul" 153 1 -1 0 "unknown" "no"
"15261" 34 "blue-collar" "married" "primary" "no" 151 "yes" "no" "cellular" 17 "jul" 546 6 -1 0 "unknown" "no"
"15264" 44 "blue-collar" "single" "secondary" "no" 292 "no" "yes" "cellular" 17 "jul" 1153 4 -1 0 "unknown" "yes"
"15273" 36 "blue-collar" "single" "secondary" "no" 641 "yes" "no" "cellular" 17 "jul" 735 2 -1 0 "unknown" "no"
